"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subj_ID","group","value","button_pressed","correct","response","responses","question_order"
"","","","call-function","159","553820","0.0-4.0-0.0-0.32","anr94szkyb","0","0","","","","",""
"1661","osf_files/Objects/camcorder.jpg","","image-button-response","160","555482","0.0-4.0-0.0-1.32","anr94szkyb","0","","0","true","","",""
"null","osf_files/Scenes/hospital_camera.jpg","null","image-keyboard-response","161","557984","0.0-4.0-0.0-2.32","anr94szkyb","0","","","","","",""
"","","","call-function","162","557985","0.0-4.0-0.0-0.33","anr94szkyb","0","1","","","","",""
"1682","osf_files/Objects/socket.jpg","","image-button-response","163","559668","0.0-4.0-0.0-1.33","anr94szkyb","0","","1","true","","",""
"null","osf_files/Scenes/fight_robbery.jpg","null","image-keyboard-response","164","562170","0.0-4.0-0.0-2.33","anr94szkyb","0","","","","","",""
"","","","call-function","165","562171","0.0-4.0-0.0-0.34","anr94szkyb","0","1","","","","",""
"5483.999999999884","osf_files/Objects/vest.jpg","","image-button-response","166","567656","0.0-4.0-0.0-1.34","anr94szkyb","0","","2","false","","",""
"null","osf_files/Scenes/disaster_flood.jpg","null","image-keyboard-response","167","570159","0.0-4.0-0.0-2.34","anr94szkyb","0","","","","","",""
"","","","call-function","168","570159","0.0-4.0-0.0-0.35","anr94szkyb","0","1","","","","",""
"2263","osf_files/Objects/wheelbarrow.jpg","","image-button-response","169","572423","0.0-4.0-0.0-1.35","anr94szkyb","0","","1","true","","",""
"null","osf_files/Scenes/injury_limps.JPG","null","image-keyboard-response","170","574925","0.0-4.0-0.0-2.35","anr94szkyb","0","","","","","",""
"","","","call-function","171","574926","0.0-4.0-0.0-0.36","anr94szkyb","0","0","","","","",""
"1454.9999999998836","osf_files/Objects/doll.jpg","","image-button-response","172","576382","0.0-4.0-0.0-1.36","anr94szkyb","0","","0","true","","",""
"null","osf_files/Scenes/death_corpsesgirls.jpg","null","image-keyboard-response","173","578884","0.0-4.0-0.0-2.36","anr94szkyb","0","","","","","",""
"","","","call-function","174","578885","0.0-4.0-0.0-0.37","anr94szkyb","0","0","","","","",""
"4996","osf_files/Objects/scarf.jpg","","image-button-response","175","583882","0.0-4.0-0.0-1.37","anr94szkyb","0","","0","true","","",""
"null","osf_files/Scenes/sad_womengrieving.JPG","null","image-keyboard-response","176","586384","0.0-4.0-0.0-2.37","anr94szkyb","0","","","","","",""
"","","","call-function","177","586385","0.0-4.0-0.0-0.38","anr94szkyb","0","2","","","","",""
"2547","osf_files/Objects/lock.jpg","","image-button-response","178","588933","0.0-4.0-0.0-1.38","anr94szkyb","0","","2","true","","",""
"null","osf_files/Scenes/fight_prisonhostage.jpg","null","image-keyboard-response","179","591435","0.0-4.0-0.0-2.38","anr94szkyb","0","","","","","",""
"","","","call-function","180","591436","0.0-4.0-0.0-0.39","anr94szkyb","0","0","","","","",""
"3421","osf_files/Objects/bench.jpg","","image-button-response","181","594858","0.0-4.0-0.0-1.39","anr94szkyb","0","","0","true","","",""
"null","osf_files/Scenes/accident_planecrash2.jpg","null","image-keyboard-response","182","597361","0.0-4.0-0.0-2.39","anr94szkyb","0","","","","","",""
"","","","call-function","183","597361","0.0-4.0-0.0-0.40","anr94szkyb","0","2","","","","",""
"5759","osf_files/Objects/ladder.jpg","","image-button-response","184","603121","0.0-4.0-0.0-1.40","anr94szkyb","0","","2","true","","",""
"null","osf_files/Scenes/accident_railroad.jpg","null","image-keyboard-response","185","605623","0.0-4.0-0.0-2.40","anr94szkyb","0","","","","","",""
"","","","call-function","186","605623","0.0-4.0-0.0-0.41","anr94szkyb","0","1","","","","",""
"3088.9999999998836","osf_files/Objects/bottle.jpg","","image-button-response","187","608714","0.0-4.0-0.0-1.41","anr94szkyb","0","","1","true","","",""
"null","osf_files/Scenes/dirt_toilet.JPG","null","image-keyboard-response","188","611216","0.0-4.0-0.0-2.41","anr94szkyb","0","","","","","",""
"","","","call-function","189","611217","0.0-4.0-0.0-0.42","anr94szkyb","0","0","","","","",""
"1667","osf_files/Objects/cigarette.jpg","","image-button-response","190","612885","0.0-4.0-0.0-1.42","anr94szkyb","0","","0","true","","",""
"null","osf_files/Scenes/injury_beatenup.jpg","null","image-keyboard-response","191","615387","0.0-4.0-0.0-2.42","anr94szkyb","0","","","","","",""
"","","","call-function","192","615387","0.0-4.0-0.0-0.43","anr94szkyb","0","0","","","","",""
"3078","osf_files/Objects/mug.jpg","","image-button-response","193","618467","0.0-4.0-0.0-1.43","anr94szkyb","0","","0","true","","",""
"null","osf_files/Scenes/hospital_mangrievinghospital.jpg","null","image-keyboard-response","194","620969","0.0-4.0-0.0-2.43","anr94szkyb","0","","","","","",""
"","","","call-function","195","620969","0.0-4.0-0.0-0.44","anr94szkyb","0","1","","","","",""
"3004","osf_files/Objects/newspaper2.jpg","","image-button-response","196","623974","0.0-4.0-0.0-1.44","anr94szkyb","0","","0","false","","",""
"null","osf_files/Scenes/death_hungman.jpg","null","image-keyboard-response","197","626475","0.0-4.0-0.0-2.44","anr94szkyb","0","","","","","",""
"","","","call-function","198","626476","0.0-4.0-0.0-0.45","anr94szkyb","0","0","","","","",""
"1513","osf_files/Objects/basket.jpg","","image-button-response","199","627990","0.0-4.0-0.0-1.45","anr94szkyb","0","","0","true","","",""
"null","osf_files/Scenes/death_ditch.jpg","null","image-keyboard-response","200","630492","0.0-4.0-0.0-2.45","anr94szkyb","0","","","","","",""
"","","","call-function","201","630493","0.0-4.0-0.0-0.46","anr94szkyb","0","1","","","","",""
"1517","osf_files/Objects/gardenhose.jpg","","image-button-response","202","632011","0.0-4.0-0.0-1.46","anr94szkyb","0","","1","true","","",""
"null","osf_files/Scenes/animals_cow.jpg","null","image-keyboard-response","203","634512","0.0-4.0-0.0-2.46","anr94szkyb","0","","","","","",""
"","","","call-function","204","634513","0.0-4.0-0.0-0.47","anr94szkyb","0","1","","","","",""
"2866.0000000001164","osf_files/Objects/comb.jpg","","image-button-response","205","637380","0.0-4.0-0.0-1.47","anr94szkyb","0","","1","true","","",""
"null","osf_files/Scenes/disaster_dust.jpg","null","image-keyboard-response","206","639882","0.0-4.0-0.0-2.47","anr94szkyb","0","","","","","",""
"","","","call-function","207","639882","0.0-4.0-0.0-0.48","anr94szkyb","0","1","","","","",""
"2104","osf_files/Objects/shoppingcart.jpg","","image-button-response","208","641987","0.0-4.0-0.0-1.48","anr94szkyb","0","","1","true","","",""
"null","osf_files/Scenes/animals_deaddog.jpg","null","image-keyboard-response","209","644489","0.0-4.0-0.0-2.48","anr94szkyb","0","","","","","",""
"","","","call-function","210","644490","0.0-4.0-0.0-0.49","anr94szkyb","0","1","","","","",""
"2001","osf_files/Objects/whitetowel.jpg","","image-button-response","211","646492","0.0-4.0-0.0-1.49","anr94szkyb","0","","1","true","","",""
"null","osf_files/Scenes/sad_washcloth.jpg","null","image-keyboard-response","212","648994","0.0-4.0-0.0-2.49","anr94szkyb","0","","","","","",""
"","","","call-function","213","648995","0.0-4.0-0.0-0.50","anr94szkyb","0","2","","","","",""
"2295","osf_files/Objects/tie.jpg","","image-button-response","214","651291","0.0-4.0-0.0-1.50","anr94szkyb","0","","2","true","","",""
"null","osf_files/Scenes/disaster_peoplefleeing.jpg","null","image-keyboard-response","215","653792","0.0-4.0-0.0-2.50","anr94szkyb","0","","","","","",""
"","","","call-function","216","653793","0.0-4.0-0.0-0.51","anr94szkyb","0","2","","","","",""
"1581.0000000001164","osf_files/Objects/handbag.jpg","","image-button-response","217","655375","0.0-4.0-0.0-1.51","anr94szkyb","0","","2","true","","",""
"null","osf_files/Scenes/drugs_alcoholics.JPG","null","image-keyboard-response","218","657876","0.0-4.0-0.0-2.51","anr94szkyb","0","","","","","",""
"","","","call-function","219","657876","0.0-4.0-0.0-0.52","anr94szkyb","0","2","","","","",""
"2559","osf_files/Objects/watch.jpg","","image-button-response","220","660436","0.0-4.0-0.0-1.52","anr94szkyb","0","","2","true","","",""
"null","osf_files/Scenes/fight_peoplegrabbingface.jpg","null","image-keyboard-response","221","662938","0.0-4.0-0.0-2.52","anr94szkyb","0","","","","","",""
"","","","call-function","222","662938","0.0-4.0-0.0-0.53","anr94szkyb","0","1","","","","",""
"1307","osf_files/Objects/necklace.jpg","","image-button-response","223","664247","0.0-4.0-0.0-1.53","anr94szkyb","0","","1","true","","",""
"null","osf_files/Scenes/fight_manthreatgirl.jpg","null","image-keyboard-response","224","666749","0.0-4.0-0.0-2.53","anr94szkyb","0","","","","","",""
"","","","call-function","225","666750","0.0-4.0-0.0-0.54","anr94szkyb","0","0","","","","",""
"2478.9999999998836","osf_files/Objects/carton.jpg","","image-button-response","226","669229","0.0-4.0-0.0-1.54","anr94szkyb","0","","0","true","","",""
"null","osf_files/Scenes/dirt_garbage.jpg","null","image-keyboard-response","227","671732","0.0-4.0-0.0-2.54","anr94szkyb","0","","","","","",""
"","","","call-function","228","671732","0.0-4.0-0.0-0.55","anr94szkyb","0","1","","","","",""
"1312","osf_files/Objects/sunglasses.jpg","","image-button-response","229","673045","0.0-4.0-0.0-1.55","anr94szkyb","0","","1","true","","",""
"null","osf_files/Scenes/drugs_addictfloor.JPG","null","image-keyboard-response","230","675548","0.0-4.0-0.0-2.55","anr94szkyb","0","","","","","",""
"","","","call-function","231","675548","0.0-4.0-0.0-0.56","anr94szkyb","0","0","","","","",""
"2617","osf_files/Objects/trafficlight.jpg","","image-button-response","232","678166","0.0-4.0-0.0-1.56","anr94szkyb","0","","0","true","","",""
"null","osf_files/Scenes/fight_riotsstreetcorner.jpg","null","image-keyboard-response","233","680668","0.0-4.0-0.0-2.56","anr94szkyb","0","","","","","",""
"","","","call-function","234","680669","0.0-4.0-0.0-0.57","anr94szkyb","0","1","","","","",""
"1923","osf_files/Objects/clock.jpg","","image-button-response","235","682593","0.0-4.0-0.0-1.57","anr94szkyb","0","","1","true","","",""
"null","osf_files/Scenes/injury_thin.jpg","null","image-keyboard-response","236","685095","0.0-4.0-0.0-2.57","anr94szkyb","0","","","","","",""
"","","","call-function","237","685096","0.0-4.0-0.0-0.58","anr94szkyb","0","2","","","","",""
"2910","osf_files/Objects/leaves.jpg","","image-button-response","238","688007","0.0-4.0-0.0-1.58","anr94szkyb","0","","2","true","","",""
"null","osf_files/Scenes/animals_starveddog.jpg","null","image-keyboard-response","239","690509","0.0-4.0-0.0-2.58","anr94szkyb","0","","","","","",""
"","","","call-function","240","690510","0.0-4.0-0.0-0.59","anr94szkyb","0","2","","","","",""
"3170","osf_files/Objects/suitcase.jpg","","image-button-response","241","693681","0.0-4.0-0.0-1.59","anr94szkyb","0","","2","true","","",""
"null","osf_files/Scenes/disaster_couple.jpg","null","image-keyboard-response","242","696184","0.0-4.0-0.0-2.59","anr94szkyb","0","","","","","",""
"7934","<p>You will be presented with objects from the pairings that you just studied. Objects will be surrounded with either a red or green frame.</p><p>When the frame around the object is red, please do your best to suppress your memory of the associated scene, and additionally prevent any distracting thoughts from coming into awareness.</p><p>When the frame around the object is green, please recall the associated scene in as much detail as possible.</p><p>Press the spacebar to <b>practice</b> conducting this task.</p>","32","html-keyboard-response","243","704121","0.0-5.0","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/skateboard.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","244","707124","0.0-6.0-0.0","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","245","709529","0.0-6.0-1.0","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/gardenhose.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","246","712531","0.0-6.0-0.1","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","247","714159","0.0-6.0-1.1","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/lighter.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","248","717162","0.0-6.0-0.2","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","249","718865","0.0-6.0-1.2","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/leaves.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","250","721868","0.0-6.0-0.3","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","251","724247","0.0-6.0-1.3","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/puzzle.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","252","727249","0.0-6.0-0.4","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","253","729246","0.0-6.0-1.4","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/cellphone.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","254","732248","0.0-6.0-0.5","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","255","734033","0.0-6.0-1.5","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/whitetowel.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","256","737035","0.0-6.0-0.6","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","257","738827","0.0-6.0-1.6","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/ladder.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","258","741830","0.0-6.0-0.7","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","259","743266","0.0-6.0-1.7","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/scarf.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","260","746268","0.0-6.0-0.8","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","261","747975","0.0-6.0-1.8","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/lock.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","262","750977","0.0-6.0-0.9","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","263","752383","0.0-6.0-1.9","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/socket.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","264","755386","0.0-6.0-0.10","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","265","756898","0.0-6.0-1.10","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/axe.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","266","759900","0.0-6.0-0.11","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","267","762497","0.0-6.0-1.11","anr94szkyb","0","","","","","",""
"6528.000000000116","<p>The practice portion has concluded. Press the spacebar to continue onto the task.</p><p><b>Instructions:</b> When the frame around the object is red, please do your best to suppress your memory of the associated scene, and additionally prevent any distracting thoughts from coming into awareness. When the frame around the object is green, please recall the associated scene in as much detail as possible.</p>","32","html-keyboard-response","268","769025","0.0-7.0","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/garbagebag.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","269","772028","0.0-8.0-0.0","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","270","773509","0.0-8.0-1.0","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/juice.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","271","776512","0.0-8.0-0.1","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","272","779074","0.0-8.0-1.1","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/rug.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","273","782077","0.0-8.0-0.2","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","274","784168","0.0-8.0-1.2","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/bottle.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","275","787169","0.0-8.0-0.3","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","276","788957","0.0-8.0-1.3","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/garbagebin.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","277","791960","0.0-8.0-0.4","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","278","793539","0.0-8.0-1.4","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/doll.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","279","796541","0.0-8.0-0.5","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","280","798955","0.0-8.0-1.5","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/sunglasses.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","281","801957","0.0-8.0-0.6","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","282","804092","0.0-8.0-1.6","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/hat.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","283","807095","0.0-8.0-0.7","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","284","809061","0.0-8.0-1.7","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/woolenhat.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","285","812063","0.0-8.0-0.8","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","286","814157","0.0-8.0-1.8","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/tie.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","287","817160","0.0-8.0-0.9","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","288","819390","0.0-8.0-1.9","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/sneakers.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","289","822392","0.0-8.0-0.10","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","290","824477","0.0-8.0-1.10","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/garbagebag.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","291","827479","0.0-8.0-0.11","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","292","828903","0.0-8.0-1.11","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/trafficlight.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","293","831905","0.0-8.0-0.12","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","294","833715","0.0-8.0-1.12","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/broom.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","295","836717","0.0-8.0-0.13","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","296","839047","0.0-8.0-1.13","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/boot.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","297","842049","0.0-8.0-0.14","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","298","844183","0.0-8.0-1.14","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/camcorder.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","299","847185","0.0-8.0-0.15","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","300","849313","0.0-8.0-1.15","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/microphone.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","301","852315","0.0-8.0-0.16","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","302","854232","0.0-8.0-1.16","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/handbag.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","303","857234","0.0-8.0-0.17","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","304","859091","0.0-8.0-1.17","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/necklace.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","305","862094","0.0-8.0-0.18","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","306","863755","0.0-8.0-1.18","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/tv.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","307","866758","0.0-8.0-0.19","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","308","868914","0.0-8.0-1.19","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/tv.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","309","871916","0.0-8.0-0.20","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","310","874097","0.0-8.0-1.20","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/rockingchair.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","311","877099","0.0-8.0-0.21","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","312","878973","0.0-8.0-1.21","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/handbag.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","313","881974","0.0-8.0-0.22","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","314","883434","0.0-8.0-1.22","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/hat.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","315","886436","0.0-8.0-0.23","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","316","888755","0.0-8.0-1.23","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/newspaper2.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","317","891757","0.0-8.0-0.24","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","318","893194","0.0-8.0-1.24","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/basket.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","319","896196","0.0-8.0-0.25","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","320","897713","0.0-8.0-1.25","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/hanger.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","321","900714","0.0-8.0-0.26","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","322","902881","0.0-8.0-1.26","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/trafficlight.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","323","905884","0.0-8.0-0.27","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","324","908238","0.0-8.0-1.27","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/watch.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","325","911240","0.0-8.0-0.28","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","326","913741","0.0-8.0-1.28","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/boot.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","327","916743","0.0-8.0-0.29","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","328","919254","0.0-8.0-1.29","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/necklace.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","329","922256","0.0-8.0-0.30","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","330","924743","0.0-8.0-1.30","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/rug.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","331","927745","0.0-8.0-0.31","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","332","929250","0.0-8.0-1.31","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/watch.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","333","932252","0.0-8.0-0.32","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","334","933789","0.0-8.0-1.32","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/newspaper2.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","335","936791","0.0-8.0-0.33","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","336","938626","0.0-8.0-1.33","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/redflag.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","337","941627","0.0-8.0-0.34","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","338","943942","0.0-8.0-1.34","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/clock.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","339","946944","0.0-8.0-0.35","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","340","949404","0.0-8.0-1.35","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/juice.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","341","952406","0.0-8.0-0.36","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","342","954887","0.0-8.0-1.36","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/comb.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","343","957889","0.0-8.0-0.37","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","344","960251","0.0-8.0-1.37","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/clock.jpg"" style=""padding:50px;border:20px solid green"" />","null","html-keyboard-response","345","963253","0.0-8.0-0.38","anr94szkyb","0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","346","964666","0.0-8.0-1.38","anr94szkyb","0","","","","","",""
"null","<img src=""osf_files/Objects/comb.jpg"" style=""padding:50px;border:20px solid red"" />","null","html-keyboard-response","347","967668","0.0-8.0-0.39","anr94szkyb","0","","","","","",""
