stimulus,trial_type,group,response,scene,gist,score_identification,score_details,score_gist
osf_files/Objects/comb.jpg,survey-text-timed,1,"""I can't remember""",disaster_dust,"digging/dirt, bodies",0,0,0
osf_files/Objects/comb.jpg,survey-text-timed,3,"""an old man on a bed""",disaster_dust,"digging/dirt, bodies",0,0,0
osf_files/Objects/comb.jpg,survey-text-timed,1,"""Person with the comb""",disaster_dust,"digging/dirt, bodies",0,1,0
osf_files/Objects/comb.jpg,survey-text-timed,0,"""what seemed like people under the sand.""",disaster_dust,"digging/dirt, bodies",1,3,1
osf_files/Objects/comb.jpg,survey-text-timed,3,"""There were a group of men burying a woman into the dirt, and she was tied up""",disaster_dust,"digging/dirt, bodies",1,3,0
osf_files/Objects/comb.jpg,survey-text-timed,1,"""Nothing""",disaster_dust,"digging/dirt, bodies",0,0,0
osf_files/Objects/comb.jpg,survey-text-timed,3,"""""",disaster_dust,"digging/dirt, bodies",0,0,0
osf_files/Objects/comb.jpg,survey-text-timed,2,"""Land slide place had it mother and child""",disaster_dust,"digging/dirt, bodies",1,3,1
osf_files/Objects/comb.jpg,survey-text-timed,5,"""There was a comb on the floor, I think. I don't remember anything else.""",disaster_dust,"digging/dirt, bodies",0,1,0
osf_files/Objects/comb.jpg,survey-text-timed,2,"""There was a scene with dead people on the ground, at least one woman, with a comb on the ground in front of her.""",disaster_dust,"digging/dirt, bodies",1,4,0
osf_files/Objects/doll.jpg,survey-text-timed,1,"""a """,death_corpsesgirls,women (other terms OK too) + dead,0,0,0
osf_files/Objects/doll.jpg,survey-text-timed,5,"""There was a doll on the floor. That's all I remember.""",death_corpsesgirls,women (other terms OK too) + dead,0,2,0
osf_files/Objects/doll.jpg,survey-text-timed,5,"""A sad girl""",death_corpsesgirls,women (other terms OK too) + dead,0,1,0
osf_files/Objects/doll.jpg,survey-text-timed,3,"""There was a woman and a little girl laying on the ground, and they appeared to be in a demolished building because they were laying in dirt.""",death_corpsesgirls,women (other terms OK too) + dead,1,6,1
osf_files/Objects/doll.jpg,survey-text-timed,5,"""A dead child with a doll near by. One other person in scene.""",death_corpsesgirls,women (other terms OK too) + dead,1,4,1
osf_files/Objects/doll.jpg,survey-text-timed,5,"""I don't remember.""",death_corpsesgirls,women (other terms OK too) + dead,0,0,0
osf_files/Objects/doll.jpg,survey-text-timed,1,"""Toy shaped """,death_corpsesgirls,women (other terms OK too) + dead,0,0,0
osf_files/Objects/doll.jpg,survey-text-timed,1,"""woman holding an injured child""",death_corpsesgirls,women (other terms OK too) + dead,1,4,0
osf_files/Objects/doll.jpg,survey-text-timed,2,"""There was a scene with people and there was a doll in the background laying on the ground.  I remember it was negative but the details of th""",death_corpsesgirls,women (other terms OK too) + dead,0,3,0
osf_files/Objects/doll.jpg,survey-text-timed,0,"""a dirty room with a doll on the ground""",death_corpsesgirls,women (other terms OK too) + dead,0,4,0
osf_files/Objects/doll.jpg,survey-text-timed,2,"""two children laid down place""",death_corpsesgirls,women (other terms OK too) + dead,0,3,0
osf_files/Objects/doll.jpg,survey-text-timed,3,"""people hiding and ducking in a house""",death_corpsesgirls,women (other terms OK too) + dead,0,1,0
osf_files/Objects/doll.jpg,survey-text-timed,3,"""""",death_corpsesgirls,women (other terms OK too) + dead,0,0,0
osf_files/Objects/doll.jpg,survey-text-timed,1,"""Doll laying next to a child and an adult that are dead.""",death_corpsesgirls,women (other terms OK too) + dead,1,5,1
osf_files/Objects/dress.jpg,survey-text-timed,1,"""Dead woman in a yellow dress.""",death_woman,woman + bleeding,1,4,1
osf_files/Objects/dress.jpg,survey-text-timed,2,"""A lady killed who wore t""",death_woman,woman + bleeding,1,2,1
osf_files/Objects/dress.jpg,survey-text-timed,5,"""A person in a yellow dress was lying on the ground, probably dead. There was a crowd around her.""",death_woman,woman + bleeding,1,7,1
osf_files/Objects/dress.jpg,survey-text-timed,3,"""a woman on ground with panties showing and blood all around her""",death_woman,woman + bleeding,1,4,1
osf_files/Objects/dress.jpg,survey-text-timed,5,"""A dead woman on the ground with a lot of blood. She was wearing an orange blouse.""",death_woman,woman + bleeding,1,3,1
osf_files/Objects/dress.jpg,survey-text-timed,5,"""Dead woman in a dress""",death_woman,woman + bleeding,1,3,1
osf_files/Objects/dress.jpg,survey-text-timed,1,"""a lady laying on the ground """,death_woman,woman + bleeding,1,3,0
osf_files/Objects/dress.jpg,survey-text-timed,5,"""A woman dead with some people around her, her dress split open""",death_woman,woman + bleeding,1,5,1
osf_files/Objects/dress.jpg,survey-text-timed,3,"""some girl\n""",death_woman,woman + bleeding,0,1,0
osf_files/Objects/dress.jpg,survey-text-timed,2,"""There was a dead woman wearing a yellow dress.  The dress was not exactly like this, but it was similar, and it was pulled up around her waiste. """,death_woman,woman + bleeding,1,5,1
osf_files/Objects/dress.jpg,survey-text-timed,0,"""""",death_woman,woman + bleeding,0,0,0
osf_files/Objects/dress.jpg,survey-text-timed,1,"""a dead woman on the ground with most of her clothes torn away""",death_woman,woman + bleeding,1,4,1
osf_files/Objects/dress.jpg,survey-text-timed,1,"""""",death_woman,woman + bleeding,0,0,0
osf_files/Objects/dress.jpg,survey-text-timed,3,"""There was a girl lying on the ground, bleeding, and her dress was pulled up to the top of her legs. It looked like she had been violentally raped. She was on the ground""",death_woman,woman + bleeding,1,6,1
osf_files/Objects/duct.jpg,survey-text-timed,5,"""military man with dead people around""",death_corpsestape,bodies + taped,0,4,0
osf_files/Objects/duct.jpg,survey-text-timed,1,"""Don't really remember this one too much.""",death_corpsestape,bodies + taped,0,0,0
osf_files/Objects/duct.jpg,survey-text-timed,5,"""I do not remember""",death_corpsestape,bodies + taped,0,0,0
osf_files/Objects/duct.jpg,survey-text-timed,1,"""Scene""",death_corpsestape,bodies + taped,0,0,0
osf_files/Objects/duct.jpg,survey-text-timed,5,"""2 dead people on the side walk with one on looker. Their faces bound with tape and blood running down streets.""",death_corpsestape,bodies + taped,1,9,1
osf_files/Objects/duct.jpg,survey-text-timed,3,"""There were two people bleeding and laying on the ground""",death_corpsestape,bodies + taped,1,5,0
osf_files/Objects/duct.jpg,survey-text-timed,5,"""men on the ground with tape around their head. They were dead and there was a guy standing near them.""",death_corpsestape,bodies + taped,1,7,1
osf_files/Objects/duct.jpg,survey-text-timed,1,"""2 men on the gruond with their hands and ankles taped.  A soldier or policeman standing of to the side.""",death_corpsestape,bodies + taped,1,8,0
osf_files/Objects/duct.jpg,survey-text-timed,2,"""There were men laying on the ground with a man holding a gun above them.  The men had duct tape around their ankles, and they looked like th""",death_corpsestape,bodies + taped,1,8,1
osf_files/Objects/duct.jpg,survey-text-timed,3,"""knot the hand person with this tape""",death_corpsestape,bodies + taped,0,3,0
osf_files/Objects/duct.jpg,survey-text-timed,0,"""two men lying on the floor bleeding and with their eyes covered with tape. """,death_corpsestape,bodies + taped,1,6,1
osf_files/Objects/duct.jpg,survey-text-timed,3,"""person who was bound with duct tape""",death_corpsestape,bodies + taped,0,4,0
osf_files/Objects/duct.jpg,survey-text-timed,1,"""Two people with ducttape on their mount and eyes are dead. """,death_corpsestape,bodies + taped,1,6,6
osf_files/Objects/duct.jpg,survey-text-timed,2,"""killing two persons.""",death_corpsestape,bodies + taped,0,3,0
osf_files/Objects/garbagebag.jpg,survey-text-timed,1,"""A man picking human bones out of containers.""",war_skulls,soldier + bones,1,4,0
osf_files/Objects/garbagebag.jpg,survey-text-timed,3,"""garbage thrown around outside""",war_skulls,soldier + bones,0,0,0
osf_files/Objects/garbagebag.jpg,survey-text-timed,1,"""Man is removing human bones from a grave.""",war_skulls,soldier + bones,1,3,0
osf_files/Objects/garbagebag.jpg,survey-text-timed,1,"""I don't remember...blue trashbag""",war_skulls,soldier + bones,0,1,0
osf_files/Objects/garbagebag.jpg,survey-text-timed,5,"""dead military men""",war_skulls,soldier + bones,0,3,0
osf_files/Objects/garbagebag.jpg,survey-text-timed,1,"""Dust bag in the place""",war_skulls,soldier + bones,0,1,0
osf_files/Objects/garbagebag.jpg,survey-text-timed,2,"""man collecting something in this bag""",war_skulls,soldier + bones,0,3,0
osf_files/Objects/garbagebag.jpg,survey-text-timed,5,"""I don't remember anything from this scene.""",war_skulls,soldier + bones,0,0,0
osf_files/Objects/garbagebag.jpg,survey-text-timed,5,"""I don't remember.""",war_skulls,soldier + bones,0,0,0
osf_files/Objects/garbagebag.jpg,survey-text-timed,5,"""Burned bodies reduced to ash and bone. One man looks on.""",war_skulls,soldier + bones,1,5,0
osf_files/Objects/garbagebag.jpg,survey-text-timed,0,"""a man digging up a grave, two skeletons on boxes. """,war_skulls,soldier + bones,1,3,0
osf_files/Objects/garbagebag.jpg,survey-text-timed,3,"""I think this one was a man who was cleaning up trash from a cemetery.""",war_skulls,soldier + bones,0,1,0
osf_files/Objects/garbagebag.jpg,survey-text-timed,3,"""near lot of garbage\n""",war_skulls,soldier + bones,0,0,0
osf_files/Objects/garbagebag.jpg,survey-text-timed,2,"""There was a man putting bones into a blue trash bag. """,war_skulls,soldier + bones,1,4,0
osf_files/Objects/gardenhose.jpg,survey-text-timed,2,"""There was a hose...I can't remember what was happening with the hose now.  I remember seeing the picture but as """,animals_cow,cow + dead,0,1,0
osf_files/Objects/gardenhose.jpg,survey-text-timed,3,"""a horse being gutted\n""",animals_cow,cow + dead,1,2,1
osf_files/Objects/gardenhose.jpg,survey-text-timed,3,"""this type of hose near the fa""",animals_cow,cow + dead,0,1,0
osf_files/Objects/gardenhose.jpg,survey-text-timed,1,"""Wire carrying in th""",animals_cow,cow + dead,0,1,0
osf_files/Objects/gardenhose.jpg,survey-text-timed,1,"""Dead cow and someone is skinning it in the mud""",animals_cow,cow + dead,1,4,1
osf_files/Objects/gardenhose.jpg,survey-text-timed,1,"""I don't remember.""",animals_cow,cow + dead,0,0,0
osf_files/Objects/gardenhose.jpg,survey-text-timed,5,"""A cow being butchered. There was a long hose on the ground.""",animals_cow,cow + dead,1,4,1
osf_files/Objects/gardenhose.jpg,survey-text-timed,1,"""A man butchering a cow""",animals_cow,cow + dead,1,3,1
osf_files/Objects/gardenhose.jpg,survey-text-timed,5,"""An cow being butchered laying on its back. """,animals_cow,cow + dead,1,4,1
osf_files/Objects/gardenhose.jpg,survey-text-timed,5,"""A dead animal""",animals_cow,cow + dead,1,2,1
osf_files/Objects/gardenhose.jpg,survey-text-timed,3,"""I can't remember which one this is associated with.""",animals_cow,cow + dead,0,0,0
osf_files/Objects/gardenhose.jpg,survey-text-timed,2,"""A animal killed and used this to wash""",animals_cow,cow + dead,1,3,1
osf_files/Objects/gardenhose.jpg,survey-text-timed,5,"""A man butchering a cow in his yard""",animals_cow,cow + dead,1,4,1
osf_files/Objects/gardenhose.jpg,survey-text-timed,0,"""""",animals_cow,cow + dead,0,0,0
osf_files/Objects/handbag.jpg,survey-text-timed,3,"""a woman getting robbed of her purse""",drugs_alcoholics,people + bench + drinking,0,2,0
osf_files/Objects/handbag.jpg,survey-text-timed,5,"""People on a bench""",drugs_alcoholics,people + bench + drinking,1,3,0
osf_files/Objects/handbag.jpg,survey-text-timed,1,"""Nothing""",drugs_alcoholics,people + bench + drinking,0,0,0
osf_files/Objects/handbag.jpg,survey-text-timed,1,"""Person carrying the bag""",drugs_alcoholics,people + bench + drinking,0,2,0
osf_files/Objects/handbag.jpg,survey-text-timed,2,"""A lady had it aside total three persons was there""",drugs_alcoholics,people + bench + drinking,1,5,0
osf_files/Objects/handbag.jpg,survey-text-timed,1,"""People on a bench are drinking.""",drugs_alcoholics,people + bench + drinking,1,3,1
osf_files/Objects/handbag.jpg,survey-text-timed,1,"""a lady on a bench or something """,drugs_alcoholics,people + bench + drinking,0,2,0
osf_files/Objects/handbag.jpg,survey-text-timed,5,"""I don't remember anything from this scene.""",drugs_alcoholics,people + bench + drinking,0,0,0
osf_files/Objects/handbag.jpg,survey-text-timed,0,"""a purse on a bench, people on a bench""",drugs_alcoholics,people + bench + drinking,0,3,0
osf_files/Objects/handbag.jpg,survey-text-timed,5,"""Three people on a bench. A woman, maybe asleep, with a bag next to her.""",drugs_alcoholics,people + bench + drinking,1,7,0
osf_files/Objects/handbag.jpg,survey-text-timed,5,"""A woman and some people on a bench""",drugs_alcoholics,people + bench + drinking,1,3,0
osf_files/Objects/handbag.jpg,survey-text-timed,3,"""this type of bags shows near the woman\n""",drugs_alcoholics,people + bench + drinking,0,2,0
osf_files/Objects/handbag.jpg,survey-text-timed,3,"""There was 2 men sitting on a bench, and a girl was next to them sleeping. One of the men was pointing at her while look""",drugs_alcoholics,people + bench + drinking,1,6,0
osf_files/Objects/handbag.jpg,survey-text-timed,2,"""There was a man and woman on a bench, I think they were arguing or fighting?  The woman had a black purse beside her on the bench. """,drugs_alcoholics,people + bench + drinking,1,5,0
osf_files/Objects/hanger.jpg,survey-text-timed,3,"""a hanger near that person\n""",fight_policestorming,soldiers + guns + people being threatened (many ways to describe this),0,2,0
osf_files/Objects/hanger.jpg,survey-text-timed,2,"""This was that Gonzalez kid in Florida who was taken out of his uncle's home (I think it was his uncle) at gunpoint by federal agents""",fight_policestorming,soldiers + guns + people being threatened (many ways to describe this),1,7,1
osf_files/Objects/hanger.jpg,survey-text-timed,1,"""man holding a child while special forces are coming in the room with guns.""",fight_policestorming,soldiers + guns + people being threatened (many ways to describe this),1,6,1
osf_files/Objects/hanger.jpg,survey-text-timed,3,"""3 people sitting on a bench""",fight_policestorming,soldiers + guns + people being threatened (many ways to describe this),0,0,0
osf_files/Objects/hanger.jpg,survey-text-timed,5,"""A swat team""",fight_policestorming,soldiers + guns + people being threatened (many ways to describe this),0,1,0
osf_files/Objects/hanger.jpg,survey-text-timed,1,"""I don't remember.""",fight_policestorming,soldiers + guns + people being threatened (many ways to describe this),0,0,0
osf_files/Objects/hanger.jpg,survey-text-timed,1,"""Nothing""",fight_policestorming,soldiers + guns + people being threatened (many ways to describe this),0,0,0
osf_files/Objects/hanger.jpg,survey-text-timed,5,"""Armed law enforcement pointing gun at young child and adult man near closet. """,fight_policestorming,soldiers + guns + people being threatened (many ways to describe this),1,7,1
osf_files/Objects/hanger.jpg,survey-text-timed,1,"""Shirts holded in the beauro """,fight_policestorming,soldiers + guns + people being threatened (many ways to describe this),0,1,0
osf_files/Objects/hanger.jpg,survey-text-timed,2,"""police man was tried to shoot a man and child""",fight_policestorming,soldiers + guns + people being threatened (many ways to describe this),1,4,1
osf_files/Objects/hanger.jpg,survey-text-timed,5,"""Some indoor scene, you could see the inside of a closet.""",fight_policestorming,soldiers + guns + people being threatened (many ways to describe this),0,2,0
osf_files/Objects/hanger.jpg,survey-text-timed,0,"""A soldier pointing a gun at a man and a child. The man is holding the child in arms. Inside a house. """,fight_policestorming,soldiers + guns + people being threatened (many ways to describe this),1,6,1
osf_files/Objects/hanger.jpg,survey-text-timed,5,"""I don't remember.""",fight_policestorming,soldiers + guns + people being threatened (many ways to describe this),0,0,0
osf_files/Objects/hanger.jpg,survey-text-timed,3,"""There was a man and his son standing in a bedroom, while looking very scared. And there were men with guns, and one of them had the gun pointed at the man and the boy.""",fight_policestorming,soldiers + guns + people being threatened (many ways to describe this),1,6,1
osf_files/Objects/hat.jpg,survey-text-timed,2,"""There were men in a struggle of some sort.  One of the men wore a hat similar to this one.  """,death_burrial,burial,0,2,0
osf_files/Objects/hat.jpg,survey-text-timed,3,"""a man this type of cap""",death_burrial,burial,0,1,0
osf_files/Objects/hat.jpg,survey-text-timed,3,"""wild dogs outside""",death_burrial,burial,0,0,0
osf_files/Objects/hat.jpg,survey-text-timed,1,"""man is digging a hole and a dead body is in it.""",death_burrial,burial,1,5,1
osf_files/Objects/hat.jpg,survey-text-timed,1,"""a guy wearing a hat""",death_burrial,burial,0,1,0
osf_files/Objects/hat.jpg,survey-text-timed,5,"""Cannot remember""",death_burrial,burial,0,0,0
osf_files/Objects/hat.jpg,survey-text-timed,1,"""Nothing""",death_burrial,burial,0,0,0
osf_files/Objects/hat.jpg,survey-text-timed,3,"""I can't remember which one this was associated with.""",death_burrial,burial,0,0,0
osf_files/Objects/hat.jpg,survey-text-timed,1,"""Person hold cap""",death_burrial,burial,0,2,0
osf_files/Objects/hat.jpg,survey-text-timed,2,"""A man digging the land wore this""",death_burrial,burial,0,1,0
osf_files/Objects/hat.jpg,survey-text-timed,5,"""A man with a hat burying another man in a grave using a .""",death_burrial,burial,1,5,1
osf_files/Objects/hat.jpg,survey-text-timed,5,"""I don't remember anything from this scene.""",death_burrial,burial,0,0,0
osf_files/Objects/hat.jpg,survey-text-timed,0,"""a farmer taking care of a field.""",death_burrial,burial,0,2,0
osf_files/Objects/hat.jpg,survey-text-timed,5,"""I don't remember.""",death_burrial,burial,0,0,0
osf_files/Objects/juice.jpg,survey-text-timed,2,"""There were children with a woman who might be their mother, black and white picture.  One boy was crying and I thinkt he woman was hittin ghim, the other ch""",sad_boycrying,boy + crying/in pain,1,4,1
osf_files/Objects/juice.jpg,survey-text-timed,3,"""a boy by himself""",sad_boycrying,boy + crying/in pain,0,1,0
osf_files/Objects/juice.jpg,survey-text-timed,3,"""the small kid drink this type of juice""",sad_boycrying,boy + crying/in pain,0,3,0
osf_files/Objects/juice.jpg,survey-text-timed,2,"""baby drunk thin in bad situation""",sad_boycrying,boy + crying/in pain,0,2,0
osf_files/Objects/juice.jpg,survey-text-timed,1,"""a little girl drinking from a juice carton""",sad_boycrying,boy + crying/in pain,1,4,0
osf_files/Objects/juice.jpg,survey-text-timed,5,"""A girl drinking juice with another little kid who has blood on his arm""",sad_boycrying,boy + crying/in pain,1,6,1
osf_files/Objects/juice.jpg,survey-text-timed,5,"""""",sad_boycrying,boy + crying/in pain,0,0,0
osf_files/Objects/juice.jpg,survey-text-timed,1,"""child is drinking juice from a carton. """,sad_boycrying,boy + crying/in pain,0,4,0
osf_files/Objects/juice.jpg,survey-text-timed,1,"""Juices. """,sad_boycrying,boy + crying/in pain,0,1,0
osf_files/Objects/juice.jpg,survey-text-timed,1,"""A women and two children.  One is drinking from a container similar to this one and the other child is crying""",sad_boycrying,boy + crying/in pain,1,5,1
osf_files/Objects/juice.jpg,survey-text-timed,5,"""Cannot remember""",sad_boycrying,boy + crying/in pain,0,0,0
osf_files/Objects/juice.jpg,survey-text-timed,5,"""Two kids that looked malnourished. The little girl was drinking from a juice carton.""",sad_boycrying,boy + crying/in pain,1,7,0
osf_files/Objects/juice.jpg,survey-text-timed,0,"""two kids with their mom, one of them drinking juice from the box""",sad_boycrying,boy + crying/in pain,1,6,0
osf_files/Objects/juice.jpg,survey-text-timed,3,"""There was a woman with two children; a girl and a boy. The boy was looking at the camera and the girl was drinking something from a carton.""",sad_boycrying,boy + crying/in pain,1,6,0
osf_files/Objects/ladder.jpg,survey-text-timed,2,"""There was a train crash and people were being rescued.  You could see that some rescuers were using ladders. """,accident_railroad,train + accident/tipped over,1,5,1
osf_files/Objects/ladder.jpg,survey-text-timed,3,"""a ladder near that guy\n""",accident_railroad,train + accident/tipped over,0,1,0
osf_files/Objects/ladder.jpg,survey-text-timed,1,"""I don't remember.""",accident_railroad,train + accident/tipped over,0,0,0
osf_files/Objects/ladder.jpg,survey-text-timed,3,"""a truck overturned sideways on the road""",accident_railroad,train + accident/tipped over,0,2,0
osf_files/Objects/ladder.jpg,survey-text-timed,1,"""carry""",accident_railroad,train + accident/tipped over,0,0,0
osf_files/Objects/ladder.jpg,survey-text-timed,1,"""Train that has turned over on its side""",accident_railroad,train + accident/tipped over,1,3,1
osf_files/Objects/ladder.jpg,survey-text-timed,5,"""A disaster, maybe a train. There was a ladder in the back for people to reach the victims.""",accident_railroad,train + accident/tipped over,1,4,1
osf_files/Objects/ladder.jpg,survey-text-timed,5,"""Indians by a train""",accident_railroad,train + accident/tipped over,0,2,0
osf_files/Objects/ladder.jpg,survey-text-timed,3,"""There was an airplane, and people were climbing on it. The airplane looked like it had possibly crashed.""",accident_railroad,train + accident/tipped over,0,2,0
osf_files/Objects/ladder.jpg,survey-text-timed,1,"""Nothing""",accident_railroad,train + accident/tipped over,0,0,0
osf_files/Objects/ladder.jpg,survey-text-timed,5,"""A derailed train with many people looking for survivors. Some carry a ladder to access train.""",accident_railroad,train + accident/tipped over,1,5,1
osf_files/Objects/ladder.jpg,survey-text-timed,2,"""Train crash place used this""",accident_railroad,train + accident/tipped over,1,3,1
osf_files/Objects/ladder.jpg,survey-text-timed,0,"""a crowded place full with junk. An open space.""",accident_railroad,train + accident/tipped over,0,2,0
osf_files/Objects/ladder.jpg,survey-text-timed,5,"""I don't remember.""",accident_railroad,train + accident/tipped over,0,0,0
osf_files/Objects/leaves.jpg,survey-text-timed,1,"""I remember the guy had a shirt with leaves on it""",animals_starveddog,dog + starved/thin,0,3,0
osf_files/Objects/leaves.jpg,survey-text-timed,2,"""There was a man wearing a shirt with leaves on it, colorful.  The man was fighting somebody. """,animals_starveddog,dog + starved/thin,0,4,0
osf_files/Objects/leaves.jpg,survey-text-timed,5,"""A very sickly dog. A woman near the dog with a floral pattern on clothing.""",animals_starveddog,dog + starved/thin,1,5,1
osf_files/Objects/leaves.jpg,survey-text-timed,1,"""I can't remember""",animals_starveddog,dog + starved/thin,0,0,0
osf_files/Objects/leaves.jpg,survey-text-timed,1,"""two people and a starving dog""",animals_starveddog,dog + starved/thin,1,4,1
osf_files/Objects/leaves.jpg,survey-text-timed,5,"""A super skinny dog""",animals_starveddog,dog + starved/thin,1,2,1
osf_files/Objects/leaves.jpg,survey-text-timed,3,"""a skinny dog with bones showing""",animals_starveddog,dog + starved/thin,1,3,1
osf_files/Objects/leaves.jpg,survey-text-timed,1,"""Dog injury.""",animals_starveddog,dog + starved/thin,0,2,0
osf_files/Objects/leaves.jpg,survey-text-timed,0,"""""",animals_starveddog,dog + starved/thin,0,0,0
osf_files/Objects/leaves.jpg,survey-text-timed,3,"""""",animals_starveddog,dog + starved/thin,0,0,0
osf_files/Objects/leaves.jpg,survey-text-timed,5,"""I don't remember.""",animals_starveddog,dog + starved/thin,0,0,0
osf_files/Objects/leaves.jpg,survey-text-timed,2,"""Dog was very danger situation""",animals_starveddog,dog + starved/thin,0,1,0
osf_files/Objects/leaves.jpg,survey-text-timed,5,"""A man had leaves on his shirt, that's all I remember.""",animals_starveddog,dog + starved/thin,0,3,0
osf_files/Objects/leaves.jpg,survey-text-timed,3,"""There was a man looking at and petting a very skinny, unwell looking dog. The man was wearing a shirt with leaves on it.""",animals_starveddog,dog + starved/thin,1,7,1
osf_files/Objects/lighter.jpg,survey-text-timed,2,"""There was a man? woman? laying on the ground, and you could see a lighter.  I think it was a man, and I think he was dead.  There might have been shotgun shells around him, if """,injury_brokenleg,legs + bleeding,0,3,0
osf_files/Objects/lighter.jpg,survey-text-timed,5,"""Cannot remember""",injury_brokenleg,legs + bleeding,0,0,0
osf_files/Objects/lighter.jpg,survey-text-timed,3,"""a person with leg bleeding""",injury_brokenleg,legs + bleeding,1,3,1
osf_files/Objects/lighter.jpg,survey-text-timed,1,"""Person sitting on the pavement and their leg is injured.""",injury_brokenleg,legs + bleeding,1,5,1
osf_files/Objects/lighter.jpg,survey-text-timed,1,"""a lady laying on the ground or sitting up or something""",injury_brokenleg,legs + bleeding,0,2,0
osf_files/Objects/lighter.jpg,survey-text-timed,5,"""I don't remember.""",injury_brokenleg,legs + bleeding,0,0,0
osf_files/Objects/lighter.jpg,survey-text-timed,1,"""""",injury_brokenleg,legs + bleeding,0,0,0
osf_files/Objects/lighter.jpg,survey-text-timed,1,"""Nothing""",injury_brokenleg,legs + bleeding,0,0,0
osf_files/Objects/lighter.jpg,survey-text-timed,5,"""A boy with a very badly injured leg.""",injury_brokenleg,legs + bleeding,1,3,1
osf_files/Objects/lighter.jpg,survey-text-timed,5,"""A woman on the ground, injured. Her belongings were scattered, and there may have been a lighter among the items.""",injury_brokenleg,legs + bleeding,1,5,0
osf_files/Objects/lighter.jpg,survey-text-timed,2,"""A man used along this""",injury_brokenleg,legs + bleeding,0,0,0
osf_files/Objects/lighter.jpg,survey-text-timed,3,"""""",injury_brokenleg,legs + bleeding,0,0,0
osf_files/Objects/lighter.jpg,survey-text-timed,3,"""There was a girl sitting on a floor, and she had some trash surrounding her.""",injury_brokenleg,legs + bleeding,0,3,0
osf_files/Objects/lighter.jpg,survey-text-timed,0,"""a man sitting on the ground with bleeding legs and drugs around him. """,injury_brokenleg,legs + bleeding,1,5,1
osf_files/Objects/lock.jpg,survey-text-timed,2,"""It was in the door""",fight_prisonhostage,prison + men + knife/weapon,0,0,0
osf_files/Objects/lock.jpg,survey-text-timed,2,"""There were jail cells with padlocks, if I remember correctly.  """,fight_prisonhostage,prison + men + knife/weapon,0,2,0
osf_files/Objects/lock.jpg,survey-text-timed,1,"""I think it was a jail cell or something.""",fight_prisonhostage,prison + men + knife/weapon,0,1,0
osf_files/Objects/lock.jpg,survey-text-timed,5,"""Don't know""",fight_prisonhostage,prison + men + knife/weapon,0,0,0
osf_files/Objects/lock.jpg,survey-text-timed,3,"""prisoner trying to escape jail""",fight_prisonhostage,prison + men + knife/weapon,1,3,1
osf_files/Objects/lock.jpg,survey-text-timed,3,"""""",fight_prisonhostage,prison + men + knife/weapon,0,0,0
osf_files/Objects/lock.jpg,survey-text-timed,5,"""A lock on a prison cell. A guard choking one of the people.""",fight_prisonhostage,prison + men + knife/weapon,1,5,1
osf_files/Objects/lock.jpg,survey-text-timed,5,"""a man behind held in prison""",fight_prisonhostage,prison + men + knife/weapon,1,3,1
osf_files/Objects/lock.jpg,survey-text-timed,1,"""Lock with room.""",fight_prisonhostage,prison + men + knife/weapon,0,2,0
osf_files/Objects/lock.jpg,survey-text-timed,1,"""Man being held back in a prison""",fight_prisonhostage,prison + men + knife/weapon,1,3,1
osf_files/Objects/lock.jpg,survey-text-timed,5,"""A man holding a shiv to another man's throat in a prison.""",fight_prisonhostage,prison + men + knife/weapon,1,5,1
osf_files/Objects/lock.jpg,survey-text-timed,3,"""There was a police officer, holding a man in a chokehold next to a jail cell.""",fight_prisonhostage,prison + men + knife/weapon,1,4,1
osf_files/Objects/lock.jpg,survey-text-timed,1,"""People in the doorway of a cell. The""",fight_prisonhostage,prison + men + knife/weapon,0,3,0
osf_files/Objects/lock.jpg,survey-text-timed,0,"""A man in a jailcell. The man is without a shirt. """,fight_prisonhostage,prison + men + knife/weapon,1,3,0
osf_files/Objects/microphone.jpg,survey-text-timed,3,"""a car crash in the road""",accident_sportscar,car + accident,1,3,1
osf_files/Objects/microphone.jpg,survey-text-timed,1,"""Formula one accident """,accident_sportscar,car + accident,1,2,1
osf_files/Objects/microphone.jpg,survey-text-timed,1,"""Racing Track tragedy. """,accident_sportscar,car + accident,1,2,1
osf_files/Objects/microphone.jpg,survey-text-timed,5,"""Can't remember""",accident_sportscar,car + accident,0,0,0
osf_files/Objects/microphone.jpg,survey-text-timed,5,"""There was a large crowd, and there might have been a crash. I think there were lots of reporters with cameras.""",accident_sportscar,car + accident,0,4,0
osf_files/Objects/microphone.jpg,survey-text-timed,1,"""Nothing""",accident_sportscar,car + accident,0,0,0
osf_files/Objects/microphone.jpg,survey-text-timed,5,"""Car crash near spectators. Debris flying all over.""",accident_sportscar,car + accident,1,5,1
osf_files/Objects/microphone.jpg,survey-text-timed,1,"""a fire broke out""",accident_sportscar,car + accident,0,0,0
osf_files/Objects/microphone.jpg,survey-text-timed,3,"""I can't remember which one this is associated with.""",accident_sportscar,car + accident,0,0,0
osf_files/Objects/microphone.jpg,survey-text-timed,2,"""A road crash takes place """,accident_sportscar,car + accident,1,2,1
osf_files/Objects/microphone.jpg,survey-text-timed,5,"""Some kind of crash""",accident_sportscar,car + accident,0,1,0
osf_files/Objects/microphone.jpg,survey-text-timed,2,"""There was a train crash and the scene around thi8s was chaotic.  I think it was a train that had crashed, but could be something else""",accident_sportscar,car + accident,0,2,0
